accustom,vt. 使习惯于
mow,"n. 草堆, 皱眉, 怪脸
vt. 割草
vi. 割草, 做怪脸"
multinational,"a. 多国的, 跨国公司的
n. 跨国公司"
orchard,"n. 果园, 果树林"
paddock,n. 围场
patch,"n. 片, 补缀, 碎片, 斑, 傻瓜
vt. 补缀, 掩饰, 拼凑, 平息
"
pest,"n. 令人讨厌之物, 有害之物, 害虫, 瘟疫
"
pump,"n. 抽水机, 打气筒, 泵, 抽吸
vt. 用唧筒抽水, 打气, 盘问, 倾注, 使疲惫
vi. 抽水, 上下(或往复)运动"
punch,"n. 打洞器, 钻孔机, 冲压机, 冲床, 潘趣酒
vt. 以拳重击, 开洞, 冲压
vi. 用拳猛击"
purify,"vi. 变纯净
vt. 使纯净, 净化, 提纯, 精炼"
reap,"vt. 收割, 收获, 获得
vi. 收割, 得到报应"
redistribute,"vt. 重新分配, 再分发
"
reel,"n. 卷轴, 一卷, 纺车, 旋转, 蹒跚
vt. 卷...于轴上, 绕, 使旋转
vi. 蹒跚地走, 旋转, 眩晕, 摇晃, 退缩
"
refined,"a. 精炼的, 优雅的, 精细的
"
repertory,"n. 仓库, 库存, 储备, 保留剧目轮演"
reservoir,"n. 贮水池, 贮藏处, 贮备, 水库
vt. 储藏"
ripen,"vt. 使成熟
vi. 成熟"
saddle,"n. 鞍, 马鞍, 车座, 鞍状物
vt. 装以马鞍, 使负担
vi. 跨上马鞍"
saw,"n. 锯子, 谚语
vt. 锯, 锯开, 来回移动
vi. 拉锯, 移动
see的过去式"
screw,"n. 螺旋, 螺杆, 螺钉, 螺旋桨, 吝啬鬼
vt. 调节, 扭紧, 旋, 拧, 加强, 压榨, 勒索
vi. 转动, 旋, 拧"
seam,"n. 缝合线, 衔接口, 接缝, 线缝, 伤疤
vt. 缝合, 接合, 焊合, 使留下伤痕
vi. 裂开, 发生裂痕"
shepherd,"n. 牧羊人, 牧羊犬, 牧师, 保护者
vt. 看守, 领导, 指导, 牧羊"
shipyard,"n. 造船厂
"
shovel,"n. 铲, 铁铲
v. 铲"
sickle,n. 镰刀
smokestack,"n. 烟囱
"
spade,"n. 铲子, 锄, 铲刀, 黑桃
vt. 以锄掘, 把...弄实抹平
vi. 铲"
stack,"n. 堆叠, 堆, 大量, 书库, 枪架, 烟囱, 堆积, 存贮栈
vt. 堆积, 堆满, 暗中对...做手脚
vi. 堆起
"
storage,"n. 存储器, 储藏, 保管, 库存, 仓库
"
straw,"n. 稻草, 麦管, 吸管, 一文不值的东西, 草帽
a. 稻草的, 稻草色的, 琐碎的, 无价值的"
sulphur,"n. 硫, 硫磺
"
synthesis,"n. 综合, 组织, 综合体
"
synthetic,"n. 合成物质
a. 综合(性)的, 人造的, 合成的"
tame,"a. 驯服的, 柔顺的, 被开垦的, 顺从的, 乏味的, 平淡的
vt. 驯养, 驯服, 制服, 失去锋芒
vi. 变得驯服"
terrace,"n. 阶地, 梯田, 房屋之平顶, 阳台, 沿岸防地, 露台
a. 叠层式的
vt. 使成梯田, 使成有平台屋顶"
textile,"n. 纺织品, 纺织业
a. 织的, 纺织的"
thresh,"vt. 打谷, 摔打, 反复研究, 推敲
vi. 打谷, 鞭打, 剧烈扭动"
tighten,"vt. 勒紧, 使变紧
vi. 变紧, 绷紧"
timber,"n. 木材, 木料
vt. 用木材建造"
tow,"n. 拖, 拖绳, 拖轮
vt. 拖, 拉, 牵引"
transistor,"n. 晶体管
"
trawl,"n. 拖网
v. 用拖网捕鱼"
uneven,"a. 不平坦的, 不均等的, 奇数的"
uproot,"vt. 连根拔起, 根除"
vice,"n. 恶习, 恶行, 罪恶, 堕落, 缺陷, 恶癖, 老虎钳
vt. 钳住
prep. 代替"
virgin,"n. 处女
a. 处女的, 贞洁的, 纯洁的, 初始的, 纯的"
weed,"n. 杂草, 野草
vi. 除草
vt. 除...的草, 剔除"
widen,"vt. 弄宽, 加宽, 扩大
vi. 变宽, 扩大"
width,"n. 宽度, 宽广, 广博
"
workshop,"n. 工场, 车间, 研讨会
"
yarn,"n. 纱, 纱线, 故事
"
abstract,"a. 抽象的, 深奥的
n. 摘要, 抽象概念
vt. 摘要, 提炼, 使抽象化
"
abstraction,"n. 抽象化, 心不在焉, 空想, 提炼, 抽象派作品
"
account,"n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目
vi. 报帐, 解释, 导致, 报偿, 占, 杀死
vt. 认为
"
accountability,"n. 负有责任, 可说明性
"
accountant,"n. 会计人员, 会计师
"
alien,"n. 外国人, 外侨
a. 外国的, 相异的"
anonymous,"a. 姓氏不详的, 无名的, 无特色的
"
avenge,"vt. 为...报复, 报仇"
breach,"n. 裂口, 违背, 破坏, 违反, 突破, 破裂
vt. 攻破, 突破
vi. 跳出水面"
bully,"n. 欺凌弱小者, 土霸
vt. 威胁, 恐吓, 欺负
vi. 欺负
a. 特好的, 第一流的
adv. 十分"
capture,"n. 抓取, 战利品, 捕获之物
vt. 抓取, 获得, 迷住
"
recapture,"n. 取回, 夺回
vt. 再捕获, 夺回, 重温"
cease,"n. 停止
v. 停止, 终了"
chase,"n. 追求, 狩猎, 追逐
vt. 追捕, 追逐, 雕刻, 在...上镶嵌宝石
vi. 追赶, 奔跑"
clash,"n. 冲突, 撞击声, 抵触
vi. 冲突, 抵触
vt. 使发出撞击声
"
combat,"n. 争斗, 战斗
vi. 战斗, 争斗
vt. 与...战斗, 与...斗争"
command,"n. 命令, 指挥, 控制, 部队, 司令部
v. 命令, 指挥, 控制
"
comment,"n. 注解, 批评, 评论, 备注
vi. 评论, 注解
"
commentator,"n. 评论员, 实况广播员, 注释者, 时事评论员"
comprise,"vt. 包含, 构成"
conceal,"vt. 隐藏, 掩盖, 隐瞒
"
conference,"n. 会议
"
teleconference,"[计] 电信会议, 远程会议"
confront,"vt. 使面对, 对抗, 遭遇, 使对质, 比较
"
confrontation,n. 对抗；对质；面对
conquer,"vt. 克服, 征服, 战胜
vi. 得胜"
corrupt,"a. 腐败的, 贪污的, 讹误充斥的
vt. 使腐烂, 腐蚀, 使恶化
vi. 腐烂, 堕落"
corruption,"n. 腐败, 堕落, 贪污
"
counter-attack,逆袭
counterpart,"n. 副本, 复本, 配对物, 相应物
"
critical,"a. 批评的, 决定性的, 危险的, 临界的
"
critically,"adv. 批评性地, 审慎地, 精密地"
criticism,"n. 批评, 评论, 非难
"
criticise,"v. 批评, 吹毛求疵, 非难"
criticize,"v. 批评, 吹毛求疵, 非难"
crush,"n. 压碎, 粉碎, 群众, 迷恋
vt. 压破, 征服, 塞, 弄皱, 榨出
vi. 被压碎, 起皱, 挤"
curb,"n. 抑制, 勒马绳, 边石
vt. 抑制, 束缚, 勒住"
demolish,"vt. 毁坏, 破坏, 粉碎"
detail,"n. 细节, 详情
vt. 详述, 选派
vi. 画详图
"
disorder,"n. 杂乱, 混乱
vt. 扰乱, 使失调"
dispel,"vt. 驱散, 驱逐"
dispute,"n. 争论
v. 争论"
disputable,"a. 有讨论余地的, 未确定的
"
enquire,v. 询问
inquire,"v. 询问, 问明, 查究"
estimate,"n. 估计, 判断
vt. 估计, 评价, 判断
vi. 估计"
estimation,"n. 判断, 估计, 尊重
"
underestimate,"n. 低估
vt. 低估, 看轻"
exclude,"vt. 除外, 排除, 排斥
"
exclusion,"n. 排除, 除外, 逐出
"
exclusion,"n. 排除, 除外, 逐出
"
exclusive,"a. 排外的, 独占的, 唯一的
"
exclusively,"adv. 排他地, 仅仅, 专门, 只, 仅, 唯一地, 专有地"
explosion,"n. 爆发, 激增, 爆炸(声)
"
export,"n. 输出品, 输出
vt. 输出, 出口
vi. 输出物资
"
express,"n. 快车, 快递, 专使
a. 明确的, 丝毫不差的, 专门的, 快的
vt. 表达, 表示, 表露"
extinguish,"vt. 熄灭, 使消亡, 压制, 使减色
"
focus,"n. 焦点, 焦距
vi. 聚焦, 注视
vt. 使聚焦, 调焦, 集中
"
foundation,"n. 基础, 根据, 建立
"
fund,"n. 基金, 资金, 存款, 财源, 贮藏
vt. 提供资金, 积累"
funding,[经] 债务转期
overfunding,n. 过多筹资
underfunding,vt. 对…提供的资金不足
harmony,"n. 协调, 和睦, 调和
"
harmonious,"a. 和睦的, 调和的, 和谐的, 协调的"
disharmony,"n. 不调和, 不一致, 不和谐
"
headline,"n. 大标题, 新闻摘要
vt. 为...做标题, 写标题"
inevitable,"a. 不可避免的, 必然的
"
inevitably,adv. 不可避免地
interfere,"vi. 妨碍, 冲突, 干涉, 抵触
"
interference,"n. 冲突, 干涉
"
issue,"n. 发行, 问题, 后果, 流出, 出口, 争端
vi. 发行, 流出, 造成...结果, 传下
vt. 使流出, 放出, 发行, 发布, 发给"
knot,"n. 结, 群, 难题
v. 打结, (使)纠缠"
medium,"n. 媒体, 方法, 媒介
a. 半生熟的, 中间的
"
menace,"n. 威胁, 胁迫
v. 威吓, 胁迫"
missile,"n. 发射物, 导弹, 飞弹, 火箭
a. 可发射的"
moral,"n. 道德, 品行, 寓意
a. 道德的, 品性端正的, 精神上的"
morally,"adv. 道德上, 德性上, 有道德地"
immoral,"a. 不道德的, 邪恶的, 放荡的
"
outbreak,"n. 爆发, 暴动
"
outset,"n. 着手, 开头, 最初"
panic,"n. 恐慌, 惊慌
a. 惊慌的, 没有理由的, 恐慌的
vt. 使惊慌, 使狂热
vi. 惊慌"
parade,"n. 游行, 炫耀, 阅兵
v. 游行, 炫耀, (使)列队行进"
precaution,"n. 预防, 留心, 警戒
vt. 预先警告"
predict,"v. 预知, 预言, 预报"
prediction,"n. 预言, 预报
"
predictably,adv. 可预言地
unpredictable,a. 不可预知的
unpredictability," 不可预测性, 不可预知性"
press,"n. 压, 揿, 按, 人群, 印刷机, 压力, 出版社, 记者, 报刊, 新闻舆论, 紧迫
vt. 压, 压榨, 紧抱, 逼迫, 推进, 强迫征募, 催逼
vi. 压, 重压, 催促, 拥挤, 奋力前进, 受压"
prime,"n. 最佳部分, 初期, 全盛期
a. 主要的, 最初的, 根本的
v. 加油启动, 灌注, 填装"
raid,"n. 袭击, 突袭, 搜捕
v. 奇袭, 搜捕
"
reconcile,"vt. 使和解, 调停, 使和谐, 使一致, 使听从
"
reconciliation,"n. 和解, 和好, 复交, 调解, 调停, 和谐, 一致, 甘愿, 顺从
"
reform,"n. 改革, 改正, 改造
vt. 改革, 改过, 革新, 重整
vi. 革新, 改过"
reformatory,"n. 教养院
a. 改革的, 革新的"
refuge,"n. 避难所, 安全地带, 避难, 庇护
vi. 躲避
vt. 给予...庇护"
reinforce,"vt. 加强, 增援, 补充
vi. 求援, 得到增援
n. 加固材料"
relay,"n. 驿马, 替班, 中继, 接力
vt. 分程传递, 转播, 使接替
vi. 接力传送, 转播"
release,"n. 释放, 发泄, 豁免, 发行, 释放证书
vt. 释放, 解除, 放松, 豁免, 免除, 发布, 放弃, 让与
n. 发布
"
repel,"vt. 逐退, 抵制, 使厌恶, 抗御
vi. 使厌恶, 相互排斥"
rescue,"n. 援救, 解救, 营救
vt. 援救, 救出, 营救"
resolution,"n. 解析, 决心, 坚定, 决定, 决议, 消除, 解答, 分解
n. 图形分辨率
"
revolt,"n. 叛乱, 反抗, 反感
vi. 叛乱, 反抗, 起义, 厌恶, 反感
vt. 使反感, 使恶心"
scramble,"n. 攀缘, 爬行, 抢夺, 混乱, 紧急起飞
vi. 攀缘, 杂乱蔓延, 争夺, 拼凑, 匆忙
vt. 攀登, 扰乱, 使混杂"
secure,"a. 无虑的, 安心的, 安全的, 可靠的, 保险的
vt. 固定, 获得, 保证, 使安全, 掩护, 招致
vi. 停止操作, 船抛锚"
insecure,"a. 不安全的, 不牢靠的, 不坚固的, 不稳定的"
security,"n. 安全, 安全性, 防护物, 保安, 可靠性, 担保人, 抵押品, 保证金
"
insecurity,"n. 不安全, 不安全感
"
series,"n. 串联, 序列, 连续, 系列, 丛书, 套, 级数, 组
"
smuggle,"vt. 偷运, 走私, 私运
vi. 走私"
starve,"v. (使)饿死, (使)挨饿"
starvation,"n. 饥饿, 饿死
"
surrender,"vt. 交出, 放弃, 使投降, 让与
vi. 投降, 自首
n. 交出, 放弃, 投降"
survive,"vt. 比...活得长, 生存, 生还, 幸免于
vi. 活下来, 幸存"
survival,"n. 生存, 残存, 幸存者
a. 赖以生存的"
transmit,"vt. 传输, 传染, 传达, 遗传, 发射, 传播
vi. 发射信号, 留传下来
"
trap,"n. 圈套, 陷阱, 诡计, 存水弯
vi. 设圈套, 设陷阱
vt. 诱捕, 诱骗, 抓住, 使受限制
"
uncover,"vt. 揭露, 揭开, 暴露, 脱帽致敬
vi. 脱帽致敬, 揭去盖子"
voluntary,"a. 自动的, 自愿的, 故意的, 志愿的, 自发的
n. 自愿行动, 志愿者, 自由调"
volunteer,"n. 志愿者
a. 志愿的
v. 自愿"
wreck,"n. 失事, 残骸, 破坏
vt. 使失事, 拆毁, 破坏
vi. (船)失事, 营救失事船只"
aggression,"n. 侵犯, 侵略
"
ammunition,"n. 军火, 弹药
"
anchor,"n. 锚
vt. 抛锚停泊, 使固定
"
anchorwoman,n. 广播新闻的女主持人
caption,"n. 说明, 字幕, 标题
vt. 加上标题, 加上说明
"
celluloid,"n. 赛璐珞
"
census,"n. 户口普查
vt. 实施统计调查"
chaos,"n. 大混乱, 混沌
"
column,"n. 专栏, 圆柱, 纵队, 列, 柱形物
"
correspondent,"n. 通讯记者, 通信者
"
critic,"n. 批评家, 鉴定家"
crosscheck,"n. 反复核对, 核查
vt. 反复核对, 核查"
destruction,"n. 破坏, 毁灭
"
destructive,"a. 毁灭性的, 破坏的, 有害的
"
disaster,"n. 灾祸, 不幸, 彻底失败"
disastrous,"a. 损失惨重的, 悲伤的"
documentary,"n. 记录片
a. 文件的"
donor,"n. 捐赠人
"
dynamite,"n. 炸药
vt. 炸毁, 破坏"
editorial,"n. 社论, 评论
a. 编辑的, 主笔的, 社论的"
emergency,"n. 紧急状况, 紧急事件, 紧急需要
"
emergent,"a. 紧急的, 浮现的, 出现的, 自然发生的
"
equip,"vt. 装备, 配备
"
equipment,"n. 装备, 设备, 才能
"
eruption,"n. 爆发, 喷出物, 出疹
"
eventful,"a. 变故多的, 多事的, 重要的"
explosive,"n. 炸药, 爆破音
a. 易爆发的, 爆炸的, 暴躁的"
exposure,"n. 暴露, 揭发, 揭露
"
firsthand,"a. 直接的, 直接得来的, 直接采购的
adv. 直接地"
flagship,n. 旗舰
flee,"vt. 逃避, 逃跑, 逃走
vi. 逃, 消失"
frontier,"n. 边界, 边境
"
happening,"n. 事件, 意外发生的事"
head-on,迎面地
heroin,"n. 海洛因, 吗啡
"
hold-up,"举起, 支撑, 继续下去, 阻挡, 拦截
"
hostage,"n. 人质, 抵押品
"
humankind,n. 人类
immigrant,"n. 移民
a. 移入的, 移民的"
immigrate,"vt. 使移居入境
vi. 移入"
immigration,"n. 移民, 移居
"
incident,"n. 事件, 事变, 小事
a. 附带的, 易于发生的, 外来的, 入射的"
injure,"vt. 伤害, 损害, 使受冤屈
"
injured,"a. 受伤的, 受损害的, 被触怒的
"
injury,"n. 伤害, 侮辱
"
italic,"a. 斜体的
n. 斜体字, 斜体
"
italics,n. 斜体字
journal,"n. 日记, 杂志, 日报
"
journalism,"n. 新闻业, 报章杂志
"
landmark,"n. 陆标, 划时代的事, 地界标
"
lieutenant,"n. 中尉, 助理人员, 副官"
local,"a. 地方性的, 当地的, 局部的, 乡土的, 本地的
n. 当地居民, 本地新闻, 局部
"
locality,"n. 地方, 所在, 位置
"
marshal,"n. 元帅, 陆空军高级将官, 典礼官, 执法官
vt. 整理, 引领, 统率
vi. 排列, 各就各位"
massacre,"n. 大屠杀
vt. 大屠杀, 残杀"
massive,"a. 大而重的, 宽大的, 宏伟的
"
media,"n. 媒体
"
military,"n. 军队
a. 军事的, 军人的, 适于战争的"
mob,"n. 暴民, 民众, 暴徒
vt. 大举包围, 蜂拥进入, 围攻
vi. 聚众生事"
monthly,"n. 月刊
a. 每月的, 每月一次的"
nationwide,"a. 全国性的
"
naval,"a. 海军的, 军舰的, 有舰队的
"
navy,"n. 海军, 海军人员, 海军军力, 烟蒂"
newscast,n. 新闻广播
newsletter,"n. 时事通讯, 业务通讯, 时事传报
"
numerous,"a. 很多的, 数目众多的, 多数的
"
occurrence,"n. 发生, 事件, 出现
"
onlooker,"n. 旁观者, 袖手旁观者"
parachute,"n. 降落伞
vi. 跳伞"
patriotic,"a. 爱国的, 有爱国心的
"
patriotism,"n. 爱国心, 爱国精神, 爱国主义"
pentagon,"n. 五角形, 五边形
"
periodical,"n. 期刊
a. 定期出版的, (有关)期刊的, 间歇(性的), 周期的, 定期的"
pictorial,"a. 绘画的, 插图的, 用图画表示的, 形象化的, 有象形文字特征的
n. 画报, 画刊, 有图邮票, 插图杂志, 插图报纸"
plague,"n. 瘟疫, 天罚, 麻烦, 灾祸
vt. 折磨, 使苦恼, 使得灾祸"
plunder,"n. 抢夺, 掠夺品, 战利品
v. 掠夺, 抢劫, 抢夺"
popularity,"n. 名声, 受大众欢迎, 流行"
powerful,"a. 有力的, 有权力的, 强大的
"
powerfully,"adv. 强有力, 强大, 效力大, 有权威, 权力大, 有影响, 很多, 相当, 非常"
prosperity,"n. 繁荣, 茂盛, 成功
"
questionnaire,"n. 调查表, 问卷
"
raider,"n. 奇袭者, 侵入者
"
reconnaissance,"n. 侦察, 勘察队
"
research,"n. 研究, 调查, 考察
vi. 研究, 调查"
resistant,"n. 抵抗者, 反抗者
a. 抵抗的, 反抗的, 耐...的"
riot,"n. 暴动, 喧闹, 放纵
vi. 发动, 暴动, 纵情, 放荡
vt. 浪费, 挥霍"
scandalous,"a. 不体面的, 可耻的, 诽谤性的, 爱传播丑闻的"
scout,"n. 守候, 侦察, 搜索, 侦察员, 侦察机
vi. 守候, 侦察, 巡视, 嘲笑
vt. 侦察, 跟踪, 发现, 监视, 嘲弄"
shipwreck,"n. 遇难船, 海难
vt. 遇海难, 毁灭, 使失事"
siren,"n. 女海妖, 妖女, 警报器, 汽笛, 迷人的美女
a. 诱惑的
vi. 响着警报器前进"
slum,"n. 贫民窟
vi. 访问贫民区"
submission,"n. 屈服, 服从, 谦恭, 呈递, 提交, 意见
"
tank,"n. 槽, 箱, 柜, 罐, 池塘, 储水池, 坦克
vt. 储于箱中"
throng,"n. 群, 人群, 群集, 众多
a. 拥挤的
vi. 群集, 蜂拥
vt. 在...群集, 使拥塞"
torrent,"n. 奔流, 倾盆大雨, 倾注, 迸发"
tragedy,"n. 悲剧, 惨案, 悲剧作品
"
troop,"n. 军队, 一群, 一队
vi. 群集, 结队, 成群而行"
turbulence,"n. 混乱, 动荡, 骚乱, 紊流
"
turbulent,"a. 狂暴的, 骚乱的, 紊乱的"
unofficial,"a. 非正式的, 非官方的
"
uproar,"n. 骚动, 喧嚣"
utility,"n. 功用, 有用之物, 实用, 公用事业, 实用程序
a. 实用的, 有多种用途的
"
verify,"vt. 证明, 查证, 证实, 检验, 校验
"
violation,"n. 违反, 违背, 妨碍
"
violence,"n. 猛烈, 暴力, 暴虐, 暴行
"
violent,"a. 暴力的, 猛烈的, 激烈的, 极端的, 凶暴的"
warning,"n. 警告, 预告, 预兆, 通知
"
warrior,"n. 战士, 勇士, 武士, 鼓吹战争的人, 战斗, 尚武"
warship,"n. 军舰, 战船"
wipe,"n. 擦拭, 用力打, 凸轮
vt. 擦, 揩, 消灭, 涂上, 拭去
vi. 擦, 打"
abolish,"vt. 废止, 革除, 消灭
"
absolve,"vt. 宣告...无罪, 赦免, 免除
"
abuse,"n. 滥用, 虐待, 恶习, 辱骂
vt. 滥用, 辱骂, 虐待"
accuse,"vt. 指责, 控告, 归咎于
vi. 指责, 控告"
accusing,"a. 指责的, 非难的"
adopt,"vt. 采用, 正式通过, 收养, 接受
"
advocate,"n. 提倡者, 拥护者
vt. 主张, 提倡"
amenable,"a. 服从的, 会接纳的, 有义务的
"
amend,"vt. 修改, 改善, 改良
vi. 改过自新"
amendment,"n. 修订, 改善, 改良, 改正
"
annul,"vt. 废除, 宣告无效, 取消
"
appeal,"n. 恳求, 诉请, 上诉, 吸引力
vi. 呼吁, 诉请, 要求, 上诉, 有吸引力
vt. 将...上诉"
approach,"n. 接近, 入门
vt. 接近, 近似, 找...商量
vi. 靠近"
arrest,"n. 逮捕, 监禁
vt. 拘捕, 抑制, 吸引, 阻止"
assault,"n. 攻击, 袭击
vt. 袭击, 攻击
vi. 发动攻击"
ban,"n. 禁令
vt. 禁止, 取缔"
behalf,"n. 利益, 方面"
cheat,"n. 欺骗, 作弊, 骗子
v. 欺骗, 逃脱, 骗取"
cite,"vt. 引用, 引证, 表彰
"
claim,"n. 要求, 要求权, 断言, 权利
vt. 要求, 认领, 主张
vi. 提出要求, 主张, 断言"
claimable,"a. 可要求的
"
commit,"vt. 委托(托付), 犯罪, 指派...作战, 使承担义务
"
commitment,"n. 委托, 交押, 承担义务, 赞助
"
comply,"vi. 顺从, 依从
"
condemn,"vt. 判刑, 责备, 谴责
"
condemned,"a. 已被定罪的, 定了罪的人用的"
confess,"v. 承认, 坦白, 忏悔, 供认"
confine,"vt. 限制, 使不外出, 禁闭
vi. 邻接, 交界
n. 边缘, 范围, 区域"
confined,"a. 被限制的, 狭窄的, 在分娩中的, 坐月子的
"
confiscate,"vt. 没收, 把...充公, 查抄
a. 被没收的"
conform,"vt. 使一致, 使遵守, 使符合
vi. 一致, 符合, 适应"
conformity,"n. 遵照, 适合, 一致, 相似
"
nonconformist,"n. 不相信英国国教的人, 不符合通常准则的人, 不落俗套的人
a. 违反准则的, 不落俗套的, 违反规范的"
convict,"n. 囚犯, 罪犯
vt. 宣告有罪, 使知罪"
counsel,"n. 商议, 忠告, 法律顾问
v. 商议, 劝告"
counseling,n. 咨询服务
custody,"n. 监护, 拘留, 监禁
"
deceive,"v. 欺骗, 行骗"
deception,"n. 欺骗, 诡计
"
deceptive,"a. 迷惑的, 虚伪的, 欺诈的"
decree,"n. 法令, 判决, 天意
vt. 颁布, 判决
vi. 发布命令"
default,"n. 违约, 不履行责任, 缺席, 默认值
v. 疏怠职责, 缺席, 拖欠, 默认
"
defiant,"a. 挑衅的, 目中无人的"
defy,"vt. 藐视, 挑衅, 使落空
n. 挑战"
deprive,"vt. 剥夺, 使丧失
"
deprivation,"n. 剥夺, 剥夺官职, 免职
"
deserve,"vt. 该得到, 值得
vi. 应得报答"
detain,"vt. 扣留, 扣押, 耽搁
"
discharge,"vt. 卸下, 放出, 解雇, 拔染, 履行, 放电
vi. 卸货, 流出
n. 卸货, 流出, 放电"
disclose,"vt. 揭露, 透露
"
disclosure,"n. 揭发, 泄露, 揭发(或暴露)的事实
"
disobey,"v. 违反, 不服从"
disrupt,"a. 分裂的, 中断的
vt. 使分裂, 使瓦解"
dodge,"v. 避开, 躲避
n. 诡计, 躲藏"
draft,"n. 气流, 草稿, 汇票, 草案
vt. 起草, 征兵
"
enact,"vt. 制定法律, 扮演, 颁布
"
enforce,"vt. 强迫, 执行, 坚持
"
enforcement,"n. 执行, 强制
"
entitle,"vt. 给...权利, 取名为, 给予名称, 叫做
"
