a,"第一个字母 A; 一个; 第一的
art. "
hesitant,"a. 迟疑的, 踌躇的, 犹豫不定的"
hesitation,"n. 犹豫, 踌躇, 含糊, 口吃, 暂停
"
heterodox,"a. 非正统的, 异端的"
hideous,"a. 丑恶的, 可憎的, 令人沮丧的"
hierarchy,"n. 等级制度, 僧侣统治, 等级体系
"
hilarious,"a. 喜不自禁的, 欢闹的, 引人发笑的"
hindrance,"n. 妨害, 障碍, 阻碍物"
hoarse,"a. 沙哑的, 嘶哑的
"
hoax,"vt. 欺骗, 哄骗, 愚弄
n. 愚弄人, 恶作剧"
hoist,"n. 升高, 起重机, 推动
v. 升起, 升高, 举起"
homage,"n. 尊崇, 尊敬, 效忠"
homogeneous,"a. 同种的, 同质的, 齐性的
"
honorary,"a. 荣誉的, 无报酬的, 道义上的
"
hormone,"n. 荷尔蒙
"
hospitable,"a. 好客的, 招待周到的"
hostility,"n. 敌意, 敌对, 反对"
humanitarian,"n. 人道主义者, 博爱者, 基督凡人论者
a. 人道主义的, 博爱的, 凡人论的"
humility,"n. 谦逊, 谦虚, 谦卑"
hurricane,"n. 飓风, 暴风, 暴风雨"
hush,"n. 肃静, 安静, 沉默
vt. (使)肃静, (使)安静, (使)缄默
interj. 嘘, 别作声"
hustle,"n. 心碌, 挤, 推, 拥挤喧嚷
vt. 催促, 乱挤活动, 硬逼, 强夺
vi. 赶紧, 硬挤过去"
hypothesis,"n. 假设
"
hypothetical,"a. 假设的, 有待证实的, 假定的, 有前提的
"
hysteria,"n. 歇斯底里症, 不正常的兴奋, 癔病
"
idiomatic,"a. 符合语言习惯的, 惯用的, 有许多习语的"
ignominious,"a. 可耻的, 不名誉的, 下流的"
illegible,"a. 难辨认的, 字迹模糊的"
illiberal,"a. 狭隘的, 无教养的, 吝啬的"
illicit,"a. 不法的, 不正当的, 禁止的
"
illustrious,"a. 著名的, 辉煌的, 明亮的"
imbue,"vt. 使感染, 灌输, 使浸透"
immemorial,"a. 太古的, 远古的, 无法追忆的
"
imminent,"a. 即将来临的, 逼近的"
immortal,"n. 不朽人物, 神仙
a. 永远的, 不死的, 长久的"
immortality,"n. 不朽, 不灭的声望"
immunity,"n. 免疫, 免疫性, 免除
"
immutable,"a. 不可变的, 不变的, 不能变的"
impair,"vt. 损害, 减少, 削弱
"
impart,"vt. 给予, 传授, 告知"
impartial,"a. 公平的, 不偏不倚的
"
impasse,"n. 难局, 僵局, 死路, 死胡同"
impede,"vt. 妨碍, 阻碍, 阻止"
impediment,"n. 妨碍, 障碍, 阻止, 口吃
"
impending,"a. 即将发生的, 迫切的, 悬空的
"
imperceptible,"a. 不能感知的, 微细的"
imperialism,"n. 帝国主义, 帝制
"
imperil,"vt. 使处于危险, 危害"
impertinent,"a. 不切题的, 鲁莽的, 无礼的, 粗鲁的, 不恰当的"
imperturbable,"a. 沉着的, 泰然自若的, 镇静的"
impervious,"a. 透不过的, 不易损坏的, 无动于衷的, 不受影响的
"
impinge,"vi. 撞击, 起作用, 侵犯
vt. 撞击"
implacable,"a. 不能安抚的, 难和解的, 不变的"
implant,"vt. 深植, 灌输, 嵌入
n. 植入物, 植入管"
implausible,"a. 难以置信的, 不象真实的"
implicate,"vt. 涉及, 含意, 暗示, 牵连
n. 包含的东西"
imposing,"a. 令人难忘的, 壮丽的, 威风的"
impotent,"a. 无力的, 虚弱的, 无效的, 阳萎的"
imprudent,"a. 轻率的, 鲁莽的"
impunity,"n. 不受惩罚, 无事, 无患
"
impute,"vt. 归罪, 使负责, 嫁祸于"
inaccessible,"a. 难得到的, 难接近的, 难达成的"
inattentive,"a. 不注意的, 怠慢的, 疏忽的"
inaugurate,"vt. 开始, 举行...就职典礼"
inauguration,"n. (美)总统就职, 开幕仪式, 就职典礼, 开始, 开辟, 开创, 为...举行开幕式
"
incalculable,"a. 无法计数的, 无数的, 不可预料的"
incense,"n. 香, 香气, 奉承
vi. 焚香
vt. 用香焚, 使发怒"
incessant,"a. 不断的, 不绝的, 无尽的"
incinerate,"vi. 烧成灰, 灰化
vt. 焚化"
incisive,"a. 敏锐的, 机敏的, 激烈的, 切入的, 锋利的
"
incite,"vt. 刺激, 激励, 引诱
"
inclination,"n. 倾向, 趋向, 倾斜度, 点头
"
incoherent,"a. 不连贯的, 语无伦次的
"
incompatible,"a. 不相容的, 不能并存的, 矛盾的
"
incompetence,"n. 不胜任, 不够格, 不合格, 不适合, 无能力, 不熟练, 无资格
"
incompetent,"a. 无能力的, 无资格的, 机能不全的, 不胜任的
n. 无能力者"
inconceivable,"a. 不能想象的, 想不到的, 难信的"
incontestable,"a. 无可争辩的, 不可否认的
"
incorrigible,"a. 无药可救的, 积习难改的
n. 不可救药的人"
incredulity,"n. 不轻信, 怀疑, 疑心"
incredulous,"a. 怀疑的, 不轻信的"
incur,"vt. 招致, 蒙受, 遭遇
"
incursion,"n. 侵入, 侵略, 奇袭"
indelible,"a. 难以消除的, 不能拭除的, 难忘的"
indict,"vt. 起诉, 控告, 指控
"
indifference,"n. 不重视, 无兴趣, 漠不关心
"
indigenous,"a. 本土的, 国产的, 固有的
"
indigent,"a. 贫乏的, 穷困的"
indigestion,"n. 消化不良
"
indignity,"n. 侮辱
"
indiscreet,"a. 轻率的, 欠慎重的, 不加克制的"
indiscriminate,"a. 无差别的, 任意的, 杂乱的
"
indisputable,a. 无争论之余地的
indistinct,"a. 不清楚的, 朦胧的, 难以清楚辨认的"
indistinguishable,"a. 不能辨别的, 不能区别的"
indoctrinate,"vt. 教训, 教导, 灌输"
indomitable,"a. 不屈服的, 不屈不挠的"
industrious,"a. 勤勉的, 刻苦的"
ineffectual,"a. 无效的, 无益的"
ineligible,"a. 无被选任资格的, 不适任的, 无益的
n. 无被选任资格的人, 不合录用资格的人"
ineluctable,"a. 不可避免的, 无法逃避的"
inept,"a. 不适当的, 不理智的, 笨拙的
"
ineptitude,"n. 不适当, 愚笨, 愚昧言行
"
inexhaustible,"a. 用不完的, 无穷尽的, 不知疲倦的"
inexorable,"a. 无情的, 冷酷的"
inexplicable,"a. 不能说明的, 不能解释的, 费解的"
inextricable,"a. 逃脱不掉的, 解不开的, 无法解决的"
infallible,"a. 绝无错误的, 绝对可靠的
n. 一贯正确的人"
infection,"n. 传染, 影响, 传染病
"
inflate,"vt. 使膨胀, 使得意, 使通货膨胀, 使充气
vi. 充气, 膨胀"
inflexible,"a. 不屈曲的, 不屈挠的, 顽固的"
inflict,"vt. 施以, 加害, 使承受
"
infraction,"n. 违反, 侵害
"
infringe,"v. 破坏, 侵犯, 违反"
infringement,"n. 违犯, 侵害, 违反, 侵犯
"
ingenuity,"n. 心灵手巧, 精巧, 精巧设计"
ingenuous,"a. 坦白的, 正直的, 天真的"
ingratiate,"vt. 使迎合, 使讨好"
inhabit,"vt. 居住于, 占据, 栖息"
inhospitable,"a. 冷淡的, 不适于居住的, 不相容的"
innermost,"a. 内心的, 秘密的, 最深处的"
innovate,"vi. 改革, 创新"
innovative,"a. 革新的, 创新的, 富有革新精神的"
inopportune,"a. 不合时机的, 不巧的"
inquisitive,"a. 好问的, 想知道的, 好追根究底的"
insanity,"n. 疯狂, 愚顽, 精神错乱
"
insatiable,"a. 不知足的, 贪求无厌的
"
inscrutable,"a. 难以了解的, 不能预测的
"
insecticide,"n. 杀虫剂
"
insecure,"a. 不安全的, 不牢靠的, 不坚固的, 不稳定的"
insensible,"a. 不知的, 昏迷的, 无知觉的, 冷淡的
"
insensitive,"a. 对...没有感觉的, 感觉迟钝的
"
insistent,"a. 坚持的, 迫切的"
insolent,"n. 侮慢无礼的人
a. 粗野的, 无礼的, 侮慢的"
inspection,"n. 检验, 检查, 视察
"
instigate,"vt. 教唆, 怂恿, 煽动
"
instil,"vt. 滴注, 逐渐灌输, 不断灌输
"
instinctive,"a. 本能的, 天生的, 直觉的
"
institutionalize,"vt. 使制度化, 使成为惯常的行为, 使一成不变, 把...送进疯人院"
intact,"a. 尚未被人碰过的, 原封不动的, 完整的
"
intangible,"a. 难以明了的, 无形的
"
intensify,"vt. 加强
vi. 强化"
intensity,"n. 强烈, 紧张, 强度
"
intentional,"a. 故意的, 与目的有关的
"
interact,"vi. 互相影响, 交互作用
n. 幕间剧, 幕间休息"
intercept,"n. 截取, 妨碍, 截距
vt. 拦截, 阻止, 截取"
interject,"vt. 插嘴, 突然插入"
interrogate,"vt. 质问, 讯问, 审问
vi. 质问, 讯问"
interrogation,"n. 审问, 疑问句, 问号
"
intonation,"n. 朗诵, 语调, 唱
"
intoxicate,"vt. 使陶醉, 使喝醉"
intractable,"a. 不听话的, 倔强的, 棘手的
"
intricacy,"n. 纷乱, 复杂, 错综"
intrigue,"n. 阴谋, 复杂的事
vi. 密谋, 私通
vt. 激起...的兴趣, 用诡计取得"
introspection,"n. 内省, 反省
"
introverted,"a. 内向型性格的, 内倾的"
intrusion,"n. 闯入, 侵扰
"
intuitive,a. 直觉的
invariably,"adv. 不变化地, 恒定地, 始终如一地"
invidious,"a. 引起反感的, 惹人不快的, 不公平的, 诽谤的"
invincible,"a. 不能征服的, 无敌的"
invoke,"vt. 祈求, 恳求, 实行, 援引, 引起
"
involvement,"n. 卷入, 牵连, 包含, 困窘
"
invulnerable,"a. 不会受伤害的, 刀枪不入的, 无懈可击的, 无可反驳的"
ironical,"a. 讽刺的, 用反语的"
irrelevant,"a. 不恰当的, 无关系的, 不相干的
"
irresistible,"a. 不可抵抗的, 不能压制的
"
irretrievable,"a. 不能挽回的, 不能复原的
"
ivory,"n. 象牙, 乳白色
a. 象牙制的, 乳白色的"
jaded,"a. 疲倦不堪的, 厌倦的"
jeopardize,"vt. 危害, 使受危困, 使陷危地"
jeopardy,"n. 危难, 危险
"
jocular,a. 诙谐的
jog,"n. 轻推, 轻撞, 慢跑
v. 轻推, (使)蹒跚行进, (使)慢跑"
jostle,"n. 推挤, 冲撞
vi. 推挤, 冲撞
vt. 推, 挤, 煽动"
jot,"n. 少量, 稍许
vt. 略记, 摘要记载下来"
judicious,"a. 头脑精明的, 贤明的, 判断正确的"
juggle,"vi. 玩戏法, 行骗, 篡改
vt. 耍弄, 歪曲, 篡改
n. 玩戏法, 魔术, 欺骗"
jumble,"vi. 搀杂, 混杂
vt. 搞乱, 使混乱
n. 混乱, 薄饼"
juncture,"n. 接合, 连接, 接缝"
justification,"n. 辩护, 证明正当, 释罪
"
keynote,"n. 主调音, 基音, 基调
vt. 说明基本政策, 定基调"
kindle,"vt. 点燃, 使着火, 引起, 照亮
vi. 着火, 激动, 发亮"
knit,"v. 编织, 结合"
knob,"n. 把手, 瘤, 旋钮, 球形突出物
vt. 使有球形突出物
vi. 鼓起"
laborious,"a. 艰苦的, 费劲的, 勤劳的"
lacquer,"n. 瓷漆, 漆, 漆器
vt. 涂漆"
laden,"a. 装满的, 负载的, 苦恼的
lade的过去分词"
lament,"n. 悲叹, 悔恨, 恸哭, 挽歌, 悼词
vt. 哀悼
vi. 悔恨, 悲叹"
landmark,"n. 陆标, 划时代的事, 地界标
"
landscape,"n. 风景, 山水, 风景画
vi. 从事景观美化
vt. 美化...景观
"
languish,"vi. 憔悴, 凋萎, 苦思"
lash,"n. 鞭子, 鞭打, 睫毛, 责骂, 讽刺
vt. 鞭打, 摆动, 扎捆, 冲击, 讽刺, 煽动
vi. 冲洗, 鞭打, 责骂"
laudatory,"a. 赞美的, 赞赏的"
lavish,"a. 大方的, 丰富的, 浪费的
vt. 浪费, 滥用, 慷慨给予"
leakage,"n. 漏, 漏出物, 泄漏
"
legalize,"vt. 法律上认为正当, 使合法化
"
legitimacy,"n. 合法, 正统, 正当
"
lenient,"a. 宽大的, 温和的, 慈悲为怀的
"
lethal,"a. 致命的
n. 致死因子"
levity,"n. 轻率, 轻浮, 不稳定"
literal,"a. 逐字的, 字面上的, 文字的, 字母的
n. 印刷错误
"
litigation,"n. 诉讼, 起诉
"
loathe,"vt. 厌恶, 憎恶"
loathsome,"a. 讨厌的, 可恶的, 令人憎恶的"
lodger,"n. 寄宿者, 房客
"
lucid,"a. 明晰的, 清澈的, 透明的, 透彻的
"
ludicrous,"a. 可笑的, 滑稽的, 荒唐的"
luminous,"a. 发光的, 明亮的
"
lurch,"n. 惨败, 倾斜, 挫折, 举步蹒跚, 徘徊
vi. 惨败, 倾斜, 徘徊
vt. 击败"
magnanimous,"a. 宽宏大量的, 有雅量的
"
malady,"n. 病, 疾病, 弊病
"
malice,"n. 恶意, 蓄意害人, 怨恨
"
maltreat,"vt. 虐待, 滥用
"
maneuver,"n. 演习, 调遣, 策略
v. 调遣, 演习, 用计"
meager,"a. 质量差的, 贫乏的, 不毛的, 瘦的"
mechanism,"n. 机械, 机构, 结构, 机理, 技巧
"
meddle,"vi. 干涉, 干预, 擅自摸弄
"
mediate,"a. 居间的, 间接的
vt. 斡旋, 调停
vi. 处于中间, 调解"
meditate,"vt. 想, 考虑, 计划
vi. 沉思, 反省"
meek,"a. 温顺的, 逆来顺受的"
melancholy,"n. 忧郁, 悲哀, 愁思
a. 忧郁的, 使人悲伤的, 愁思的"
memorandum,"n. 备忘录, 外交备忘录, 交易备忘录
"
menace,"n. 威胁, 胁迫
v. 威吓, 胁迫"
mentality,"n. 精神力, 智力, 头脑作用, 心态
"
merciful,"a. 仁慈的, 慈悲的"
merger,"n. 合并, 归并
"
meticulous,"a. 一丝不苟的, 精确的, 过细的"
metropolis,"n. 大都市, 重要中心, 首府
"
microprocessor,"n. 微处理器
"
minimize,"vt. 将...减到最少
vt. 最小化
vi. 最小化
"
miscellaneous,"a. 各种的, 多方面的
"
mischievous,"a. 淘气的, 有害的, 恶作剧的, 胡搅的"
misconception,n. 误解
misconduct,"vt. 办错, 使行为不端
n. 办错, 渎职, 通奸"
miserly,"a. 吝啬的, 贪婪的"
misgiving,"n. 疑虑, 不安, 害怕, 担扰, 疑惧"
mismanagement,n. 管理不善；处置失当
misrepresent,"vt. 不如实地叙述(或说明), 不称职地代表"
mitigate,"vt. 温和, 缓和, 减轻
"
molest,"vt. 妨碍, 干扰, 调戏
"
momentous,"a. 重大的, 重要的"
momentum,"n. 动力, 动量
"
monarchy,"n. 君主政体, 君主国, 君主政治
"
monologue,"n. 独白, 独脚戏, 独白场面, (非正式)(贬)滔滔不绝的话"
monstrous,"a. 巨大的, 畸形的, 怪异的
"
monumental,"a. 纪念碑的, 做为纪念的, 不朽的"
morale,"n. 士气, 道德"
morality,"n. 道德, 教训, 品行
"
mortality,"n. 必死的命运, 死亡数目, 死亡率
"
mortify,"vt. 抑制, 苦修, 使受辱
vi. 禁欲, 苦修"
motivation,"n. 动机, 刺激, 推动
"
mournful,"a. 悲恸的, 悲哀的, 令人惋惜的"
multilateral,"a. 多边的, 多国的
"
mumble,"n. 喃喃而语, 咕哝
v. 喃喃而语, 咕哝"
mundane,"a. 现世的, 世俗的, 宇宙的"
munificence,"n. 丰厚, 慷慨给与"
myriad,"n. 无数, 无数的人(或物)
a. 无数的, 种种的"
mystify,"vt. 使神秘化, 使难解, 迷惑
"
mythical,"a. 神话的, 存在于神话中的, 神话式的, 不真实的, 虚构的, 幻想出来的"
nascent,"a. 发生中的, 开始存在的, 初期的
"
nautical,"a. 海上的, 航海的, 船员的"
negligence,"n. 疏忽, 粗心大意, 忽视
"
negligent,"a. 疏忽的, 粗心的, 不在意的"
neutron,"n. 中子
"
newfangled,"a. 新奇的, 最新式的, 最新流行的"
nomadic,"a. 游牧的, 游牧生活的, 流浪的
"
nonsensical,"a. 无意义的, 荒谬的"
notorious,"a. 声名狼藉的, 臭名昭著的, 众人皆知的"
novice,"n. 新手, 初学者"
noxious,"a. 有害的, 有毒的, 使道德败坏的
"
nutritious,"a. 滋养的, 营养的
"
oath,"n. 誓约, 誓言, 咒骂
"
obese,"a. 肥胖的
"
obligatory,"a. 义务的, 必须的, 强制性的
"
obliterate,"vt. 擦去, 冲刷(掉), 消灭, 忘掉, 盖销(邮票等)
"
oblivious,"a. 遗忘的, 健忘的, 不知不觉的
"
obnoxious,"a. 可憎的, 使人不愉快的, 令人讨厌的"
obscene,"a. 淫秽的, 猥亵的, 讨人厌的, 可憎的
"
obsess,"vt. 迷住, 使困扰"
obstinate,"a. 倔强的, 顽固的, 不让步的"
obtrude,"vt. 逼使, 强迫, 伸出
vi. 打扰, 强行闯入"
obviate,"vt. 除去, 排除, 使成为不必要, 避免"
obviously,"adv. 显而易见地, 明显地"
odour,"n. 气味, 臭气, 香气, 味道, 迹象, 名誉, 声誉
"
ominous,"a. 恶兆的, 不吉利的, 预兆的"
omnipresent,"a. 无所不在的, 普通存在的"
onerous,"a. 繁重的, 负有法律责任的
"
optimal,"a. 最佳的, 最理想的
"
ordeal,"n. 严酷考验, 痛苦经历, 煎熬
"
originality,"n. 创意, 新奇, 独创能力, 原始"
orthodox,"a. 正统的, 传统的, 惯常的"
ostensible,"a. 表面的, 假装的, 看得出的
"
outburst,"n. 爆发, 突发, 破裂, 暴乱"
outspoken,"a. 直言无讳的, 坦率的, 坦白无隐的"
overdraft,"n. 透支, 透支额, 气流, 过度通风
"
oversight,"n. 勘漏, 失察, 失败, 照料
"
overt,"a. 明显的, 公然的, 蓄意的
"
paganism,"n. 异教徒, 异教信仰, 偶像崇拜"
palatable,"a. 美味的, 好吃的, 可口的
"
palpable,"a. 可感知的, 明显的, 触摸得到的
"
pamper,"vt. 放纵, 使吃饱, 使过量"
panacea,"n. 万能药, 灵丹妙药
"
pandemic,"a. 大流行的, 普遍的, 全世界的
"
panorama,"n. 全景, 全貌, 概论, 范围"
paradigm,"n. 范例, 式样, 词形变化表, 纵聚合关系语言项"
paradoxical,"a. 似非而是的, 矛盾的, 诡论的
"
paranoid,"a. (似)患妄想狂的, (似)患偏执狂的
n. 患妄想狂的人"
parity,"n. 同等, 同位, 平价, 奇偶性
"
parlance,"n. 说法, 说话的方式方法, 用语
"
parsimonious,"a. 过度节俭的, 吝啬小气的"
partition,"n. 分割, 隔离物, 隔墙, 财产分割
vt. 区分, 瓜分, 隔开, 分割
"
pastoral,"n. 牧歌, 田园诗
a. 牧人的, 田园生活的, 牧师的, 田园式的"
peer,"n. 同等的人, 匹敌, 贵族
vi. 凝视, 窥视, 费力地看, 隐现
vt. 与...同等, 封为贵族"
peerless,"a. 无比的, 出类的, 无双的"
penalize,"vt. 处刑, 对...处罚(刑), 使不利
"
pendulum,"n. 钟摆, 摇锤, 摇摆不定的事态(或局面)
"
pensive,"a. 沉思的, 哀思的, 忧郁的"
perceptible,"a. 可察觉的, 能感觉得到的, 看得见的"
perception,"n. 知觉, 感觉, 领悟力, 获取
"
perceptive,"a. 知觉的, 有知觉力的, 感知的
"
perfunctory,"a. 敷衍的, 随随便便的, 得过且过的"
peril,"n. 危险, 冒...之险, 险境, 险因
vt. 置...于险境, 冒险, 危及"
perilous,"a. 危险的, 濒临毁灭的"
perish,"vi. 毁灭, 丧生, 凋谢, 颓丧, 死亡, 腐烂
vt. 毁坏, 使麻木, 使丧生, 耗尽"
permeate,"vt. 弥漫, 渗透, 充满, 影响, 感染
vi. 透入, 散布"
permissible,"a. 可允许的, 可容许程度的
"
pernicious,"a. 有害的, 致命的, 恶劣的, 险恶的
"
perpetuate,"vt. 使永存, 使不朽, 保持"
perplexing,"a. 令人费解的, 令人困惑的"
perseverance,"n. 毅力, 忍耐, 锲而不舍, 不屈不挠"
persistence,"n. 固执, 坚持不懈, 持续(性), 存留(状态)
"
persistent,"a. 固执的, 坚持的, 持续的, 作用持久的
"
persuasive,"a. 有说服力的, 劝诱的, 劝导性的"
pertain,"vi. 从属于, 关于, 涉及, 附属, 适合, 相称
"
pertinent,"a. 相关的, 中肯的, 切题的
"
perturb,"vt. 扰乱, 使混乱, 使心绪不宁"
pervade,"vt. 弥漫于, 遍及于, 流行于, 蔓延, 渗透于, 充满"
pervasive,"a. 普遍的, 流行的, 到处蔓延的, 到处渗透的"
perverse,"a. 乖张的, 故意作对的, 有悖常情的, 执迷不悟的, 歪曲的, 错误的, 不正当的
"
phenomenal,"a. 现象的, 能知觉的, 异常的, 显著的, 惊人的"
philanthropy,"n. 慈善, 仁慈, 博爱, 慈善事业, 慈善机构(团体)"
philistine,"n. 庸人, 门外汉, 仇敌, 俗气的人
a. 俗气的, 无教养的"
piety,"n. 虔诚, 孝敬, 虔诚的行为"
pivotal,"a. 枢轴的, 关键的, 起中心作用的"
placid,"a. 平静的, 温和的, 沉着的, 平稳的"
platitude,"n. 单调, 平凡, 陈腐, 陈词滥调"
plethora,"n. 过多, 过剩, 多血症
"
plunder,"n. 抢夺, 掠夺品, 战利品
v. 掠夺, 抢劫, 抢夺"
poignant,"a. 辛酸的, 尖锐的, 剧烈的"
poise,"n. 平衡, 均衡, 姿势, 镇静, 安静, 砝码
vt. 使平衡, 使悬着, 保持...姿势
vi. 平衡, 悬着, 准备好"
poke,"n. 刺, 戳, 袋子
vt. 戳, 捅, 拨弄, 刺
vi. 戳, 刺, 捅, 搜索, 伸出, 行动散慢
"
polarization,"n. 极化, 极化强度, 偏振, 两极分化
"
polytheist,"n. 多神教徒
a. 多神论者的"
pompous,"a. 爱炫耀的, 虚夸的, 盛大的"
populous,"a. 人口多的, 人口稠密的"
pore,"n. 毛孔, 小孔, 气孔
vi. 专心阅读, 细想, 钻研, 沉思, 注视
vt. 使注视得"
posthumous,"a. 遗腹的, 死后的
"
postscript,"n. 附言
"
postulate,"n. 假定, 基本条件
vt. 要求, 假定"
potent,"a. 有力的, 有说服力的, 有效的
"
practicable,"a. 可实行的, 可做的, 可用的"
pragmatic,"a. 忙碌的, 爱管闲事的, 自负的, 固执己见的, 实际的, 务实的, 国事的, 国务的
"
precarious,"a. 不稳定的, 不安的, 危险的"
precedence,"n. 优先, 居先
"
precept,"n. 规诫, 规矩, 格言, 训令
"
precipice,"n. 悬崖, 绝壁, 险境"
precipitate,"n. 沉淀物, 凝结物, 结果
vt. 猛抛, 使陷入, 促成, 使沉淀
vi. 猛地落下
a. 突然的, 猛地落下的, 轻率的"
precocious,"a. 早熟的, 像大人的
"
predatory,"a. 掠夺成性的, 捕食生物的, 掠夺的
"
predicament,"n. 处境, 穷境, 困局"
predictable,a. 可预言的
prediction,"n. 预言, 预报
"
predisposition,"n. 爱好, 素质, 癖性, 天性, 倾向, 易感受性
"
predominate,"vt. 掌握, 控制, 支配
vi. 占主导地位, 占优势"
preeminent,"a. 优秀的, 超群的, 卓越的"
pregnancy,"n. 怀孕；丰富, 多产；意义深长"
prelude,"n. 前奏, 序幕, 序诗, 前奏曲
vi. 作为前奏
vt. 作为...的开头"
premature,"a. 早产的, 过早的, 不成熟的
n. 早产儿, 过早发生的事物"
preoccupy,"vt. 抢先占领, 使全神贯注"
prescriptive,"a. 规定的, 指定的, 规范的
"
prestigious,a. 享有声望的
presumptuous,"a. 放肆的, 冒昧的, 傲慢的"
pretext,"n. 借口, 托词
v. 以...为借口"
profuse,"a. 很多的, 丰富的, 浪费的, 慷慨的"
prohibitive,"a. 禁止的, 禁止性的
"
proliferate,"vi. 增殖, 激增, 扩散
vt. 使激增"
prolific,"a. 有生殖力的, 多产的, 丰富的
"
prominence,"n. 突起, 突出, 显著, 突出物, 凸出
"
